class_name,image_path,target
n01872401,n01872401/sketch_50.JPEG,59
n02417914,n02417914/sketch_11.JPEG,202
n02106166,n02106166/sketch_3.JPEG,138
n04235860,n04235860/sketch_2.JPEG,382
n02056570,n02056570/sketch_40.JPEG,80
n07734744,n07734744/sketch_45.JPEG,473
n02098286,n02098286/sketch_6.JPEG,117
n02097298,n02097298/sketch_45.JPEG,116
n02403003,n02403003/sketch_13.JPEG,197
n04456115,n04456115/sketch_32.JPEG,423
n02408429,n02408429/sketch_17.JPEG,198
n09472597,n09472597/sketch_45.JPEG,489
n04004767,n04004767/sketch_3.JPEG,351
n03832673,n03832673/sketch_44.JPEG,329
n01748264,n01748264/sketch_1.JPEG,38
n02096437,n02096437/sketch_40.JPEG,111
n02325366,n02325366/sketch_18.JPEG,186
n03857828,n03857828/sketch_26.JPEG,330
n02417914,n02417914/sketch_24.JPEG,202
n03481172,n03481172/sketch_17.JPEG,293
n02701002,n02701002/sketch_15.JPEG,228
n01855032,n01855032/sketch_41.JPEG,56
n01698640,n01698640/sketch_37.JPEG,29
n02114548,n02114548/sketch_24.JPEG,161
n01644900,n01644900/sketch_48.JPEG,23
n02107574,n02107574/sketch_1.JPEG,141
n03803284,n03803284/sketch_42.JPEG,327
n02494079,n02494079/sketch_39.JPEG,218
n02027492,n02027492/sketch_34.JPEG,77
n04296562,n04296562/sketch_13.JPEG,393
n03584829,n03584829/sketch_13.JPEG,299
n01843065,n01843065/sketch_18.JPEG,54
n03530642,n03530642/sketch_34.JPEG,296
n02791124,n02791124/sketch_38.JPEG,235
n04486054,n04486054/sketch_26.JPEG,429
n01744401,n01744401/sketch_3.JPEG,37
n03063689,n03063689/sketch_28.JPEG,265
n02110958,n02110958/sketch_29.JPEG,150
n04507155,n04507155/sketch_25.JPEG,435
n03710193,n03710193/sketch_10.JPEG,311
n01580077,n01580077/sketch_3.JPEG,12
n13052670,n13052670/sketch_42.JPEG,498
n02279972,n02279972/sketch_14.JPEG,182
n04336792,n04336792/sketch_30.JPEG,399
n02108915,n02108915/sketch_48.JPEG,145
n04517823,n04517823/sketch_38.JPEG,437
n07753592,n07753592/sketch_44.JPEG,478
n02992211,n02992211/sketch_13.JPEG,260
n01531178,n01531178/sketch_30.JPEG,7
n02396427,n02396427/sketch_16.JPEG,194
n03444034,n03444034/sketch_18.JPEG,287
n01614925,n01614925/sketch_15.JPEG,17
n04039381,n04039381/sketch_50.JPEG,357
n03888605,n03888605/sketch_43.JPEG,333
n03425413,n03425413/sketch_29.JPEG,286
n03895866,n03895866/sketch_12.JPEG,335
n02097298,n02097298/sketch_41.JPEG,116
n12998815,n12998815/sketch_35.JPEG,497
n02087394,n02087394/sketch_25.JPEG,89
n02097209,n02097209/sketch_46.JPEG,115
n04259630,n04259630/sketch_5.JPEG,389
n03445777,n03445777/sketch_9.JPEG,288
n04040759,n04040759/sketch_21.JPEG,358
n02454379,n02454379/sketch_8.JPEG,211
n02971356,n02971356/sketch_8.JPEG,258
n03929660,n03929660/sketch_47.JPEG,338
n02690373,n02690373/sketch_21.JPEG,225
n01774384,n01774384/sketch_5.JPEG,45
n03134739,n03134739/sketch_27.JPEG,271
n02085782,n02085782/sketch_44.JPEG,84
n04404412,n04404412/sketch_42.JPEG,414
n01514668,n01514668/sketch_16.JPEG,4
n04525305,n04525305/sketch_21.JPEG,440
n04560804,n04560804/sketch_36.JPEG,449
n03642806,n03642806/sketch_47.JPEG,304
n02422699,n02422699/sketch_15.JPEG,203
n02107574,n02107574/sketch_44.JPEG,141
n01985128,n01985128/sketch_48.JPEG,70
n04344873,n04344873/sketch_23.JPEG,400
n07716906,n07716906/sketch_9.JPEG,470
n02951585,n02951585/sketch_38.JPEG,257
n03874599,n03874599/sketch_6.JPEG,332
n01753488,n01753488/sketch_7.JPEG,41
n02643566,n02643566/sketch_15.JPEG,221
n02108915,n02108915/sketch_18.JPEG,145
n04081281,n04081281/sketch_26.JPEG,363
n02110806,n02110806/sketch_14.JPEG,149
n02009912,n02009912/sketch_10.JPEG,74
n01494475,n01494475/sketch_2.JPEG,2
n02445715,n02445715/sketch_9.JPEG,210
n10565667,n10565667/sketch_17.JPEG,492
n03425413,n03425413/sketch_19.JPEG,286
n03355925,n03355925/sketch_47.JPEG,281
n04204347,n04204347/sketch_41.JPEG,377
n04591157,n04591157/sketch_44.JPEG,453
n03781244,n03781244/sketch_26.JPEG,321
n04026417,n04026417/sketch_29.JPEG,354
n09288635,n09288635/sketch_34.JPEG,488
n02113624,n02113624/sketch_36.JPEG,157
n02113023,n02113023/sketch_33.JPEG,156
n07716906,n07716906/sketch_0.JPEG,470
n01843383,n01843383/sketch_31.JPEG,55
n04141076,n04141076/sketch_15.JPEG,371
n01614925,n01614925/sketch_30.JPEG,17
n03345487,n03345487/sketch_13.JPEG,279
n01983481,n01983481/sketch_1.JPEG,69
n01950731,n01950731/sketch_40.JPEG,66
n02092339,n02092339/sketch_34.JPEG,104
n01729322,n01729322/sketch_16.JPEG,32
n03131574,n03131574/sketch_19.JPEG,270
n04606251,n04606251/sketch_39.JPEG,458
n02102177,n02102177/sketch_9.JPEG,128
n01616318,n01616318/sketch_22.JPEG,18
n04350905,n04350905/sketch_43.JPEG,401
n01532829,n01532829/sketch_24.JPEG,8
n02321529,n02321529/sketch_25.JPEG,185
n01601694,n01601694/sketch_46.JPEG,15
n04127249,n04127249/sketch_3.JPEG,368
n03598930,n03598930/sketch_40.JPEG,301
n02837789,n02837789/sketch_21.JPEG,243
n09193705,n09193705/sketch_7.JPEG,485
n02364673,n02364673/sketch_44.JPEG,191
n03063599,n03063599/sketch_48.JPEG,264
n02102177,n02102177/sketch_26.JPEG,128
n03425413,n03425413/sketch_40.JPEG,286
n07248320,n07248320/sketch_21.JPEG,461
n03109150,n03109150/sketch_39.JPEG,267
n01688243,n01688243/sketch_29.JPEG,25
n02002556,n02002556/sketch_22.JPEG,71
n03770439,n03770439/sketch_7.JPEG,318
n02113023,n02113023/sketch_30.JPEG,156
n04310018,n04310018/sketch_25.JPEG,394
n03445924,n03445924/sketch_19.JPEG,289
n02101388,n02101388/sketch_21.JPEG,126
n04037443,n04037443/sketch_43.JPEG,356
n04409515,n04409515/sketch_42.JPEG,415
n03188531,n03188531/sketch_13.JPEG,272
n04120489,n04120489/sketch_31.JPEG,366
n01806567,n01806567/sketch_34.JPEG,49
n02109047,n02109047/sketch_29.JPEG,146
n04131690,n04131690/sketch_49.JPEG,369
n01873310,n01873310/sketch_48.JPEG,60
n04540053,n04540053/sketch_36.JPEG,443
n02085620,n02085620/sketch_33.JPEG,83
n04275548,n04275548/sketch_3.JPEG,392
n02641379,n02641379/sketch_44.JPEG,220
n02268443,n02268443/sketch_27.JPEG,180
n01534433,n01534433/sketch_40.JPEG,9
n02105056,n02105056/sketch_1.JPEG,132
n02769748,n02769748/sketch_49.JPEG,233
n01774750,n01774750/sketch_34.JPEG,46
n02410509,n02410509/sketch_4.JPEG,199
n03763968,n03763968/sketch_32.JPEG,317
n03691459,n03691459/sketch_45.JPEG,308
n02002556,n02002556/sketch_48.JPEG,71
n01882714,n01882714/sketch_11.JPEG,61
