class_name,image_path,target
n12768682,n12768682/n12768682_aug_85.JPEG,496
n12768682,n12768682/n12768682_aug_56.JPEG,496
n12768682,n12768682/n12768682_aug_87.JPEG,496
n12768682,n12768682/n12768682_aug_25.JPEG,496
n12768682,n12768682/n12768682_8.JPEG,496
n12768682,n12768682/n12768682_11.JPEG,496
n12768682,n12768682/n12768682_aug_90.JPEG,496
n12768682,n12768682/n12768682_aug_60.JPEG,496
n12768682,n12768682/n12768682_7.JPEG,496
n12768682,n12768682/n12768682_aug_75.JPEG,496
n12768682,n12768682/n12768682_aug_77.JPEG,496
n12768682,n12768682/n12768682_15.JPEG,496
n12768682,n12768682/n12768682_aug_84.JPEG,496
n12768682,n12768682/n12768682_aug_82.JPEG,496
n12768682,n12768682/n12768682_aug_26.JPEG,496
n12768682,n12768682/n12768682_aug_47.JPEG,496
n12768682,n12768682/n12768682_aug_91.JPEG,496
n12768682,n12768682/n12768682_aug_67.JPEG,496
n12768682,n12768682/n12768682_aug_28.JPEG,496
n12768682,n12768682/n12768682_aug_36.JPEG,496
n12768682,n12768682/n12768682_aug_72.JPEG,496
n12768682,n12768682/n12768682_aug_32.JPEG,496
n12768682,n12768682/n12768682_aug_64.JPEG,496
n12768682,n12768682/n12768682_aug_45.JPEG,496
n12768682,n12768682/n12768682_6.JPEG,496
n12768682,n12768682/n12768682_aug_55.JPEG,496
n12768682,n12768682/n12768682_aug_50.JPEG,496
n12768682,n12768682/n12768682_aug_16.JPEG,496
n12768682,n12768682/n12768682_aug_99.JPEG,496
n12768682,n12768682/n12768682_aug_40.JPEG,496
n12768682,n12768682/n12768682_aug_66.JPEG,496
n12768682,n12768682/n12768682_aug_89.JPEG,496
n12768682,n12768682/n12768682_aug_92.JPEG,496
n12768682,n12768682/n12768682_aug_53.JPEG,496
n12768682,n12768682/n12768682_5.JPEG,496
n12768682,n12768682/n12768682_aug_76.JPEG,496
n12768682,n12768682/n12768682_aug_17.JPEG,496
n12768682,n12768682/n12768682_aug_88.JPEG,496
n12768682,n12768682/n12768682_aug_63.JPEG,496
n12768682,n12768682/n12768682_aug_104.JPEG,496
n12768682,n12768682/n12768682_aug_39.JPEG,496
n12768682,n12768682/n12768682_aug_80.JPEG,496
n12768682,n12768682/n12768682_aug_29.JPEG,496
n12768682,n12768682/n12768682_aug_33.JPEG,496
n12768682,n12768682/n12768682_aug_58.JPEG,496
n12768682,n12768682/n12768682_aug_52.JPEG,496
n12768682,n12768682/n12768682_aug_27.JPEG,496
n12768682,n12768682/n12768682_aug_30.JPEG,496
n12768682,n12768682/n12768682_1.JPEG,496
n12768682,n12768682/n12768682_aug_24.JPEG,496
n12768682,n12768682/n12768682_aug_44.JPEG,496
n12768682,n12768682/n12768682_aug_93.JPEG,496
n12768682,n12768682/n12768682_aug_103.JPEG,496
n12768682,n12768682/n12768682_13.JPEG,496
n12768682,n12768682/n12768682_aug_54.JPEG,496
n12768682,n12768682/n12768682_aug_51.JPEG,496
n12768682,n12768682/n12768682_aug_35.JPEG,496
n12768682,n12768682/n12768682_aug_86.JPEG,496
n12768682,n12768682/n12768682_0.JPEG,496
n12768682,n12768682/n12768682_aug_20.JPEG,496
n12768682,n12768682/n12768682_2.JPEG,496
n12768682,n12768682/n12768682_aug_81.JPEG,496
n12768682,n12768682/n12768682_4.JPEG,496
n12768682,n12768682/n12768682_aug_108.JPEG,496
n12768682,n12768682/n12768682_9.JPEG,496
n12768682,n12768682/n12768682_aug_109.JPEG,496
n12768682,n12768682/n12768682_aug_31.JPEG,496
n12768682,n12768682/n12768682_aug_61.JPEG,496
n12768682,n12768682/n12768682_aug_94.JPEG,496
n12768682,n12768682/n12768682_aug_49.JPEG,496
n12768682,n12768682/n12768682_aug_69.JPEG,496
n12768682,n12768682/n12768682_aug_57.JPEG,496
n12768682,n12768682/n12768682_aug_70.JPEG,496
n12768682,n12768682/n12768682_aug_42.JPEG,496
n12768682,n12768682/n12768682_aug_62.JPEG,496
n12768682,n12768682/n12768682_aug_102.JPEG,496
n12768682,n12768682/n12768682_aug_71.JPEG,496
n12768682,n12768682/n12768682_aug_59.JPEG,496
n12768682,n12768682/n12768682_aug_23.JPEG,496
n12768682,n12768682/n12768682_12.JPEG,496
n12768682,n12768682/n12768682_aug_100.JPEG,496
n12768682,n12768682/n12768682_aug_78.JPEG,496
n12768682,n12768682/n12768682_aug_65.JPEG,496
n12768682,n12768682/n12768682_14.JPEG,496
n12768682,n12768682/n12768682_aug_43.JPEG,496
n12768682,n12768682/n12768682_aug_34.JPEG,496
n12768682,n12768682/n12768682_aug_48.JPEG,496
n12768682,n12768682/n12768682_aug_107.JPEG,496
n12768682,n12768682/n12768682_aug_101.JPEG,496
n12768682,n12768682/n12768682_aug_105.JPEG,496
n12768682,n12768682/n12768682_aug_21.JPEG,496
n12768682,n12768682/n12768682_aug_74.JPEG,496
n12768682,n12768682/n12768682_10.JPEG,496
n12768682,n12768682/n12768682_aug_79.JPEG,496
n12768682,n12768682/n12768682_aug_73.JPEG,496
n12768682,n12768682/n12768682_aug_106.JPEG,496
n12768682,n12768682/n12768682_aug_96.JPEG,496
n12768682,n12768682/n12768682_aug_41.JPEG,496
n12768682,n12768682/n12768682_aug_38.JPEG,496
n12768682,n12768682/n12768682_aug_83.JPEG,496
n12768682,n12768682/n12768682_aug_97.JPEG,496
n12768682,n12768682/n12768682_aug_19.JPEG,496
n12768682,n12768682/n12768682_aug_68.JPEG,496
n12768682,n12768682/n12768682_aug_37.JPEG,496
n12768682,n12768682/n12768682_aug_98.JPEG,496
n12768682,n12768682/n12768682_aug_46.JPEG,496
n12768682,n12768682/n12768682_aug_95.JPEG,496
n12768682,n12768682/n12768682_aug_22.JPEG,496
n12768682,n12768682/n12768682_3.JPEG,496
n12768682,n12768682/n12768682_aug_18.JPEG,496
n02097298,n02097298/n02097298_aug_76.JPEG,116
n02097298,n02097298/n02097298_34.JPEG,116
n02097298,n02097298/n02097298_aug_48.JPEG,116
n02097298,n02097298/n02097298_38.JPEG,116
n02097298,n02097298/n02097298_aug_84.JPEG,116
n02097298,n02097298/n02097298_aug_95.JPEG,116
n02097298,n02097298/n02097298_aug_86.JPEG,116
n02097298,n02097298/n02097298_aug_62.JPEG,116
n02097298,n02097298/n02097298_aug_100.JPEG,116
n02097298,n02097298/n02097298_aug_83.JPEG,116
n02097298,n02097298/n02097298_29.JPEG,116
n02097298,n02097298/n02097298_9.JPEG,116
n02097298,n02097298/n02097298_14.JPEG,116
n02097298,n02097298/n02097298_37.JPEG,116
n02097298,n02097298/n02097298_aug_85.JPEG,116
n02097298,n02097298/n02097298_aug_97.JPEG,116
n02097298,n02097298/n02097298_4.JPEG,116
n02097298,n02097298/n02097298_20.JPEG,116
n02097298,n02097298/n02097298_33.JPEG,116
n02097298,n02097298/n02097298_aug_57.JPEG,116
n02097298,n02097298/n02097298_aug_68.JPEG,116
n02097298,n02097298/n02097298_aug_61.JPEG,116
n02097298,n02097298/n02097298_aug_75.JPEG,116
n02097298,n02097298/n02097298_aug_43.JPEG,116
n02097298,n02097298/n02097298_aug_74.JPEG,116
n02097298,n02097298/n02097298_39.JPEG,116
n02097298,n02097298/n02097298_17.JPEG,116
n02097298,n02097298/n02097298_aug_82.JPEG,116
n02097298,n02097298/n02097298_aug_102.JPEG,116
